"Gene_ID","Gene_Symbol","Gene_Info","biotype","chromosome","band","start","end"
"ENSG00000179409","GEMIN4","gem (nuclear organelle) associated protein 4","protein_coding","17","17:p13.3",647654,657239
"ENSG00000082516","GEMIN5","gem (nuclear organelle) associated protein 5","protein_coding","5","5:q33.2",154266976,154317769
"ENSG00000152147","GEMIN6","gem (nuclear organelle) associated protein 6","protein_coding","2","2:p22.1",38978676,39012142
"ENSG00000142252","GEMIN7","gem (nuclear organelle) associated protein 7","protein_coding","19","19:q13.32",45582453,45594782
"ENSG00000046647","GEMIN8","gem (nuclear organelle) associated protein 8","protein_coding","X","X:p22.2",14026398,14048012
"ENSG00000178295","GEN1","GEN1 Holliday junction 5' flap endonuclease","protein_coding","2","2:p24.2",17935125,17966632
"ENSG00000239857","GET4","golgi to ER traffic protein 4 homolog (S. cerevisiae)","protein_coding","7","7:p22.3",916189,936073
"ENSG00000131095","GFAP","glial fibrillary acidic protein","protein_coding","17","17:q21.31",42982376,42994305
"ENSG00000127554","GFER","growth factor, augmenter of liver regeneration","protein_coding","16","16:p13.3",2034208,2037750
"ENSG00000162676","GFI1","growth factor independent 1 transcription repressor","protein_coding","1","1:p22.1",92940319,92952433
"ENSG00000165702","GFI1B","growth factor independent 1B transcription repressor","protein_coding","9","9:q34.13",135820932,135867083
"ENSG00000168827","GFM1","G elongation factor, mitochondrial 1","protein_coding","3","3:q25.32",158362067,158410364
"ENSG00000164347","GFM2","G elongation factor, mitochondrial 2","protein_coding","5","5:q13.3",74017029,74063196
"ENSG00000145990","GFOD1","glucose-fructose oxidoreductase domain containing 1","protein_coding","6","6:p24.1",13358062,13487894
"ENSG00000141098","GFOD2","glucose-fructose oxidoreductase domain containing 2","protein_coding","16","16:q22.1",67708434,67753324
"ENSG00000198380","GFPT1","glutamine--fructose-6-phosphate transaminase 1","protein_coding","2","2:p13.3",69546905,69614382
"ENSG00000131459","GFPT2","glutamine-fructose-6-phosphate transaminase 2","protein_coding","5","5:q35.3",179727690,179780387
"ENSG00000151892","GFRA1","GDNF family receptor alpha 1","protein_coding","10","10:q25.3",117816444,118032979
"ENSG00000168546","GFRA2","GDNF family receptor alpha 2","protein_coding","8","8:p21.3",21547915,21669869
"ENSG00000146013","GFRA3","GDNF family receptor alpha 3","protein_coding","5","5:q31.2",137588068,137610360
"ENSG00000125861","GFRA4","GDNF family receptor alpha 4","protein_coding","20","20:p13",3639939,3644046
"ENSG00000187871","GFRAL","GDNF family receptor alpha like","protein_coding","6","6:p12.1",55192267,55267291
"ENSG00000100083","GGA1","golgi-associated, gamma adaptin ear containing, ARF binding protein 1","protein_coding","22","22:q13.1",38004481,38029571
"ENSG00000103365","GGA2","golgi-associated, gamma adaptin ear containing, ARF binding protein 2","protein_coding","16","16:p12.2",23474863,23533316
"ENSG00000125447","GGA3","golgi-associated, gamma adaptin ear containing, ARF binding protein 3","protein_coding","17","17:q25.1",73232694,73258444
"ENSG00000134864","GGACT","gamma-glutamylamine cyclotransferase","protein_coding","13","13:q32.3",101183810,101241782
"ENSG00000006625","GGCT","gamma-glutamylcyclotransferase","protein_coding","7","7:p14.3",30536237,30591095
"ENSG00000115486","GGCX","gamma-glutamyl carboxylase","protein_coding","2","2:p11.2",85771846,85788670
"ENSG00000137563","GGH","gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)","protein_coding","8","8:q12.3",63927638,63951730
"ENSG00000179168","GGN","gametogenetin","protein_coding","19","19:q13.2",38874905,38878722
"ENSG00000204188","GGNBP1","gametogenetin binding protein 1 (pseudogene)","protein_coding","6","6:p21.31",33551515,33556803
"ENSG00000152904","GGPS1","geranylgeranyl diphosphate synthase 1","protein_coding","1","1:q42.3",235490665,235507847
"ENSG00000100031","GGT1","gamma-glutamyltransferase 1","protein_coding","22","22:q11.23",24979718,25024972
"ENSG00000133475","GGT2","gamma-glutamyltransferase 2","protein_coding","22","22:q11.21",21562262,21581926
"ENSG00000099998","GGT5","gamma-glutamyltransferase 5","protein_coding","22","22:q11.23",24615622,24641110
"ENSG00000167741","GGT6","gamma-glutamyltransferase 6","protein_coding","17","17:p13.2",4460222,4464113
"ENSG00000131067","GGT7","gamma-glutamyltransferase 7","protein_coding","20","20:q11.22",33432523,33460663
"ENSG00000149435","GGTLC1","gamma-glutamyltransferase light chain 1","protein_coding","20","20:p11.21",23965690,23969416
"ENSG00000100121","GGTLC2","gamma-glutamyltransferase light chain 2","protein_coding","22","22:q11.22",22988780,22990368
"ENSG00000259384","GH1","growth hormone 1","protein_coding","17","17:q23.3",61994560,61996179
"ENSG00000136487","GH2","growth hormone 2","protein_coding","17","17:q23.3",61957578,61959295
"ENSG00000167925","GHDC","GH3 domain containing","protein_coding","17","17:q21.2",40340817,40346531
"ENSG00000165678","GHITM","growth hormone inducible transmembrane protein","protein_coding","10","10:q23.1",85899196,85913001
"ENSG00000112964","GHR","growth hormone receptor","protein_coding","5","5:p13.1",42423879,42721979
"ENSG00000118702","GHRH","growth hormone releasing hormone","protein_coding","20","20:q11.23",35879489,35890238
"ENSG00000106128","GHRHR","growth hormone releasing hormone receptor","protein_coding","7","7:p14.3",30978284,31032869
"ENSG00000157017","GHRL","ghrelin/obestatin prepropeptide","protein_coding","3","3:p25.3",10327359,10334631
"ENSG00000121853","GHSR","growth hormone secretagogue receptor","protein_coding","3","3:q26.31",172162923,172166246
"ENSG00000141034","GID4","GID complex subunit 4","protein_coding","17","17:p11.2",17942606,17971718
"ENSG00000101193","GID8","GID complex subunit 8","protein_coding","20","20:q13.33",61569471,61576996
"ENSG00000134812","GIF","gastric intrinsic factor (vitamin B synthesis)","protein_coding","11","11:q12.1",59596741,59612974
"ENSG00000146830","GIGYF1","GRB10 interacting GYF protein 1","protein_coding","7","7:q22.1",100277130,100287071
"ENSG00000204120","GIGYF2","GRB10 interacting GYF protein 2","protein_coding","2","2:q37.1",233562009,233725285
"ENSG00000213203","GIMAP1","GTPase, IMAP family member 1","protein_coding","7","7:q36.1",150413645,150421372
"ENSG00000106560","GIMAP2","GTPase, IMAP family member 2","protein_coding","7","7:q36.1",150382785,150390729
"ENSG00000133574","GIMAP4","GTPase, IMAP family member 4","protein_coding","7","7:q36.1",150264365,150271041
"ENSG00000196329","GIMAP5","GTPase, IMAP family member 5","protein_coding","7","7:q36.1",150419341,150447121
"ENSG00000133561","GIMAP6","GTPase, IMAP family member 6","protein_coding","7","7:q36.1",150322463,150329473
"ENSG00000179144","GIMAP7","GTPase, IMAP family member 7","protein_coding","7","7:q36.1",150211918,150218161
"ENSG00000171115","GIMAP8","GTPase, IMAP family member 8","protein_coding","7","7:q36.1",150147718,150176480
"ENSG00000145723","GIN1","gypsy retrotransposon integrase 1","protein_coding","5","5:q21.1",102421704,102455855
"ENSG00000055211","GINM1","glycoprotein integral membrane 1","protein_coding","6","6:q25.1",149887430,149912884
"ENSG00000101003","GINS1","GINS complex subunit 1 (Psf1 homolog)","protein_coding","20","20:p11.21",25388363,25433264
"ENSG00000131153","GINS2","GINS complex subunit 2 (Psf2 homolog)","protein_coding","16","16:q24.1",85709804,85723679
"ENSG00000181938","GINS3","GINS complex subunit 3 (Psf3 homolog)","protein_coding","16","16:q21",58328984,58440048
"ENSG00000147536","GINS4","GINS complex subunit 4 (Sld5 homolog)","protein_coding","8","8:p11.21",41386725,41402565
"ENSG00000159224","GIP","gastric inhibitory polypeptide","protein_coding","17","17:q21.32",47035916,47045958
"ENSG00000123159","GIPC1","GIPC PDZ domain containing family, member 1","protein_coding","19","19:p13.12",14588572,14606944
"ENSG00000137960","GIPC2","GIPC PDZ domain containing family, member 2","protein_coding","1","1:p31.1",78445226,78604133
"ENSG00000179855","GIPC3","GIPC PDZ domain containing family, member 3","protein_coding","19","19:p13.3",3585551,3593539
"ENSG00000010310","GIPR","gastric inhibitory polypeptide receptor","protein_coding","19","19:q13.32",46171502,46186982
"ENSG00000108262","GIT1","G protein-coupled receptor kinase interacting ArfGAP 1","protein_coding","17","17:q11.2",27900487,27921072
"ENSG00000139436","GIT2","G protein-coupled receptor kinase interacting ArfGAP 2","protein_coding","12","12:q24.11",110367607,110434194
"ENSG00000152661","GJA1","gap junction protein, alpha 1, 43kDa","protein_coding","6","6:q22.31",121756838,121770873
"ENSG00000135355","GJA10","gap junction protein, alpha 10, 62kDa","protein_coding","6","6:q15",90604188,90605839
"ENSG00000121743","GJA3","gap junction protein, alpha 3, 46kDa","protein_coding","13","13:q12.11",20712394,20735188
"ENSG00000187513","GJA4","gap junction protein, alpha 4, 37kDa","protein_coding","1","1:p34.3",35258599,35261348
"ENSG00000121634","GJA8","gap junction protein, alpha 8, 50kDa","protein_coding","1","1:q21.2",147374946,147381393
"ENSG00000131233","GJA9","gap junction protein, alpha 9, 59kDa","protein_coding","1","1:p34.3",39330175,39347289
"ENSG00000169562","GJB1","gap junction protein, beta 1, 32kDa","protein_coding","X","X:q13.1",70435044,70445366
"ENSG00000165474","GJB2","gap junction protein, beta 2, 26kDa","protein_coding","13","13:q12.11",20761609,20767037
"ENSG00000188910","GJB3","gap junction protein, beta 3, 31kDa","protein_coding","1","1:p34.3",35246790,35251970
"ENSG00000189433","GJB4","gap junction protein, beta 4, 30.3kDa","protein_coding","1","1:p34.3",35225342,35229325
"ENSG00000189280","GJB5","gap junction protein, beta 5, 31.1kDa","protein_coding","1","1:p34.3",35220648,35224113
"ENSG00000121742","GJB6","gap junction protein, beta 6, 30kDa","protein_coding","13","13:q12.11",20796110,20806534
"ENSG00000164411","GJB7","gap junction protein, beta 7, 25kDa","protein_coding","6","6:q14.3",87992696,88038996
"ENSG00000182963","GJC1","gap junction protein, gamma 1, 45kDa","protein_coding","17","17:q21.31",42875816,42908184
"ENSG00000198835","GJC2","gap junction protein, gamma 2, 47kDa","protein_coding","1","1:q42.13",228337553,228347527
"ENSG00000176402","GJC3","gap junction protein, gamma 3, 30.2kDa","protein_coding","7","7:q22.1",99520892,99527243
"ENSG00000159248","GJD2","gap junction protein, delta 2, 36kDa","protein_coding","15","15:q14",35043233,35047166
"ENSG00000183153","GJD3","gap junction protein, delta 3, 31.9kDa","protein_coding","17","17:q21.2",38517235,38520067
"ENSG00000177291","GJD4","gap junction protein, delta 4, 40.1kDa","protein_coding","10","10:p11.21",35894338,35897863
"ENSG00000203733","GJE1","gap junction protein, epsilon 1, 23kDa","protein_coding","6","6:q24.1",142454227,142456288
"ENSG00000198814","GK","glycerol kinase","protein_coding","X","X:p21.2",30671476,30748725
"ENSG00000196475","GK2","glycerol kinase 2","protein_coding","4","4:q21.21",80327508,80329372
"ENSG00000175066","GK5","glycerol kinase 5 (putative)","protein_coding","3","3:q23",141882414,141944449
"ENSG00000165113","GKAP1","G kinase anchoring protein 1","protein_coding","9","9:q21.32",86354336,86444431
"ENSG00000169605","GKN1","gastrokine 1","protein_coding","2","2:p13.3",69201705,69208106
"ENSG00000183607","GKN2","gastrokine 2","protein_coding","2","2:p13.3",69172364,69180102
"ENSG00000102393","GLA","galactosidase, alpha","protein_coding","X","X:q22.1",100652791,100662913
"ENSG00000170266","GLB1","galactosidase, beta 1","protein_coding","3","3:p22.3",33038100,33138722
"ENSG00000163521","GLB1L","galactosidase, beta 1-like","protein_coding","2","2:q35",220101328,220110200
"ENSG00000149328","GLB1L2","galactosidase, beta 1-like 2","protein_coding","11","11:q25",134201768,134248235
"ENSG00000166105","GLB1L3","galactosidase, beta 1-like 3","protein_coding","11","11:q25",134144139,134189458
"ENSG00000106415","GLCCI1","glucocorticoid induced 1","protein_coding","7","7:p21.3",8008425,8133902
"ENSG00000138604","GLCE","glucuronic acid epimerase","protein_coding","15","15:q23",69452923,69564556
"ENSG00000178445","GLDC","glycine dehydrogenase (decarboxylating)","protein_coding","9","9:p24.1",6532464,6645650
"ENSG00000186417","GLDN","gliomedin","protein_coding","15","15:q21.2",51633826,51700210
"ENSG00000119392","GLE1","GLE1 RNA export mediator","protein_coding","9","9:q34.11",131266979,131304567
"ENSG00000090863","GLG1","golgi glycoprotein 1","protein_coding","16","16:q23.1",74485856,74641012
"ENSG00000111087","GLI1","GLI family zinc finger 1","protein_coding","12","12:q13.3",57853918,57866045
"ENSG00000074047","GLI2","GLI family zinc finger 2","protein_coding","2","2:q14.2",121493199,121750229
"ENSG00000106571","GLI3","GLI family zinc finger 3","protein_coding","7","7:p14.1",42000548,42277469
"ENSG00000250571","GLI4","GLI family zinc finger 4","protein_coding","8","8:q24.3",144349603,144359101
"ENSG00000139278","GLIPR1","GLI pathogenesis-related 1","protein_coding","12","12:q21.2",75874460,75897633
"ENSG00000173401","GLIPR1L1","GLI pathogenesis-related 1 like 1","protein_coding","12","12:q21.2",75728419,75764340
"ENSG00000180481","GLIPR1L2","GLI pathogenesis-related 1 like 2","protein_coding","12","12:q21.2",75784850,75826468
"ENSG00000122694","GLIPR2","GLI pathogenesis-related 2","protein_coding","9","9:p13.3",36136732,36163910
"ENSG00000174332","GLIS1","GLIS family zinc finger 1","protein_coding","1","1:p32.3",53971910,54199877
"ENSG00000126603","GLIS2","GLIS family zinc finger 2","protein_coding","16","16:p13.3",4364762,4389598
"ENSG00000107249","GLIS3","GLIS family zinc finger 3","protein_coding","9","9:p24.2",3824127,4348392
"ENSG00000174842","GLMN","glomulin, FKBP associated protein","protein_coding","1","1:p22.1",92711959,92764544
"ENSG00000124767","GLO1","glyoxalase I","protein_coding","6","6:p21.2",38643701,38670917
"ENSG00000167699","GLOD4","glyoxalase domain containing 4","protein_coding","17","17:p13.3",660337,685581
"ENSG00000171433","GLOD5","glyoxalase domain containing 5","protein_coding","X","X:p11.23",48620154,48632064
"ENSG00000112164","GLP1R","glucagon-like peptide 1 receptor","protein_coding","6","6:p21.2",39016574,39055519
"ENSG00000065325","GLP2R","glucagon-like peptide 2 receptor","protein_coding","17","17:p13.1",9725523,9795419
"ENSG00000145888","GLRA1","glycine receptor, alpha 1","protein_coding","5","5:q33.1",151202074,151304403
"ENSG00000101958","GLRA2","glycine receptor, alpha 2","protein_coding","X","X:p22.2",14547420,14749934
"ENSG00000145451","GLRA3","glycine receptor, alpha 3","protein_coding","4","4:q34.1",175558065,175750465
"ENSG00000188828","GLRA4","glycine receptor, alpha 4","protein_coding","X","X:q22.2",102962152,102983583
"ENSG00000109738","GLRB","glycine receptor, beta","protein_coding","4","4:q32.1",157997209,158093242
"ENSG00000173221","GLRX","glutaredoxin (thioltransferase)","protein_coding","5","5:q15",95087023,95158709
"ENSG00000023572","GLRX2","glutaredoxin 2","protein_coding","1","1:q31.2",193065598,193075244
"ENSG00000108010","GLRX3","glutaredoxin 3","protein_coding","10","10:q26.3",131934663,131982785
"ENSG00000182512","GLRX5","glutaredoxin 5","protein_coding","14","14:q32.13",95999840,96011061
"ENSG00000115419","GLS","glutaminase","protein_coding","2","2:q32.2",191745553,191830278
"ENSG00000135423","GLS2","glutaminase 2 (liver, mitochondrial)","protein_coding","12","12:q13.3",56864736,56882198
"ENSG00000151948","GLT1D1","glycosyltransferase 1 domain containing 1","protein_coding","12","12:q24.33",129337972,129469509
"ENSG00000204007","GLT6D1","glycosyltransferase 6 domain containing 1","protein_coding","9","9:q34.3",138515502,138531386
"ENSG00000016864","GLT8D1","glycosyltransferase 8 domain containing 1","protein_coding","3","3:p21.1",52728505,52740048
"ENSG00000120820","GLT8D2","glycosyltransferase 8 domain containing 2","protein_coding","12","12:q23.3",104382762,104457961
"ENSG00000139433","GLTP","glycolipid transfer protein","protein_coding","12","12:q24.11",110288748,110318293
"ENSG00000182327","GLTPD2","glycolipid transfer protein domain containing 2","protein_coding","17","17:p13.2",4692254,4693685
